"dbms","table_catalog","table_schema","table_name","column_name","ordinal_position","data_type","character_maximum_length","constraint_type","table_schema-2","table_name-2","column_name-2"
"postgresql","simonkvasnicka","public","accounting_books","accounting_book_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","accounting_periods","accounting_period_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","address_book","address_book_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","addresses","address_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","amortization_sched_lines","account_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","amortization_sched_lines","accounting_period_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","amortization_sched_lines","journal_id",5,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","amortization_sched_lines","schedule_id",6,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","amortization_schedules","schedule_id",7,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","bill_of_distributions","bill_of_distribution_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","bill_of_materials","bill_of_materials_id",4,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","billing_class_rates","billing_class_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","billing_class_rates","billing_rate_card_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","billing_class_rates","currency_id",3,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","billing_classes","billing_class_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","billing_rate_cards_prices","billing_class_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","billing_rate_cards_prices","billing_rate_card_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","billing_rate_cards_prices","currency_id",3,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","billing_rate_cards_prices","version_0",8,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","billing_rate_cards_versions","billing_rate_card_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","billing_rate_cards_versions","version_0",6,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","billing_schedule_descriptions","billing_schedule_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","billing_subscription_lines","subline_id",25,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","billing_subscriptions","subscription_id",26,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","billing_accounts","billing_account_id",4,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","billing_rate_cards","billing_rate_card_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","bins","bin_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","bom_revision_components","bom_revision_component_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","bom_revisions","bom_revision_id",3,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","budget","budget_id",6,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","budget_category","budget_category_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","campaigns","campaign_id",3,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","campaign_categories","campaigncategory_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","campaign_families","campaignfamily_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","campaign_subscription_statuses","entity_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","campaign_subscription_statuses","subscription_id",4,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","campaign_audiences","campaignaudience_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","campaignchannel","campaign_channel_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","campaignevent","campaign_event_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","campaignoffer","campaign_offer_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","campaignresponse","campaign_response_id",3,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","campaign_search_engine","search_engine_id",6,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","campaign_subscriptions","campaignsubscription_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","campaign_verticals","campaignvertical_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","case_origins","case_origin_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","case_types","case_type_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","caseissue","case_issue_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","caseorigin","case_origin_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","casetype","case_type",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","classes","class_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","commissionplan","commission_plan_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","commissionschedule","schedule_id",9,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","company_status","company_status_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","companycontactmap","company_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","companycontactmap","contact_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","competitor","competitor_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","consolidated_exchange_rates","consolidated_exchange_rate_id",5,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","contacts","contact_id",9,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","contactrole","contactrole_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","countries","country_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","coupon_codes","coupon_code_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","crmgroup","group_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","crmtemplate","crmtemplate_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","currencies","currency_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","currency_exchange_rate_types","currency_rate_type_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","currency_exchange_rates","currency_rate_id",4,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","currencyrates","currencyrate_id",4,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","customers","customer_id",34,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","customer_currencies","currency_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","customer_currencies","customer_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","customer_group_pricing","customer_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","customer_group_pricing","pricing_group_id",3,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","customer_partner_sales_teams","customer_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","customer_partner_sales_teams","partner_id",5,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","customer_sales_teams","customer_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","customer_sales_teams","sales_rep_id",5,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","customer_subsidiary_map","customer_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","customer_subsidiary_map","subsidiary_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","customer_types","customer_type_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","departments","department_id",3,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","distribution_categories","distribution_category_id",4,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","distribution_networks","distribution_network_id",4,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","employees","employee_id",19,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","employee_currency_map","currency_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","employee_currency_map","employee_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","employee_time","employee_time_id",17,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","employee_types","employee_type_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","entity","entity_id",10,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","entity_status","entity_status_id",4,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","entitycategory","entity_category_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","entitycategory","entity_type",2,"character varying",12,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","expense_accounts","expense_account_id",7,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","expense_amortization_rules","expense_rule_id",7,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","expense_categories","expense_category_id",4,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","expense_categories_rates","expense_category_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","expense_categories_rates","subsidiary_id",3,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","expense_categories_subs_map","expense_category_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","expense_categories_subs_map","subsidiary_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","expense_detail","expense_detail_id",6,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","expense_plans","plan_id",10,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","global_account_map","global_account_map_id",12,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","global_inventory_relationships","global_invt_relationship_id",4,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","group_test_cell","test_cell_id",6,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","inbound_shipments","inboundshipment_id",8,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","income_accounts","income_account_id",8,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","inventory_cost_template","inv_cost_template_id",3,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","inventory_cost_template_items","inv_cost_template_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","inventory_cost_template_items","inv_cost_template_line_order",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","items","item_id",72,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_account_map","item_account_map_id",15,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_billing_rates","billing_class_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_billing_rates","currency_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_billing_rates","item_id",7,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_billing_rates","item_price_id",9,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_quantity","item_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_quantity","item_quantity_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_shipmethods","item_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_shipmethods","shipmethod_id",3,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_subsidiary_map","item_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_subsidiary_map","subsidiary_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_vendor_map","item_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_vendor_map","subsidiary_id",3,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_vendor_map","vendor_id",5,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_collections","item_collection_id",4,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_collection_item_map","item_collection_item_map_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_group","item_group_id",5,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_revisions","item_revision_id",6,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","job_resource_role","job_resource_role_id",6,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","job_resources","job_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","job_resources","resource_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","job_resources","resource_role_id",3,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","job_types","job_type_id",3,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","locations","location_id",16,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","location_costing_groups","location_costing_group_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","location_costing_grp_locations","location_costing_group_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","location_costing_grp_locations","location_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","message","message_id",14,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","mfg_cost_template","mfg_cost_template_id",5,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","mfg_cost_template_items","mfg_cost_template_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","mfg_cost_template_items","mfg_cost_template_line_order",3,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","nexus","nexus_id",8,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","notes_user","note_id",11,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","notetype","note_type_id",6,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","opportunity_lines","opportunity_id",39,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","opportunity_lines","opportunity_line_id",40,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","opportunitycontactmap","contact_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","opportunitycontactmap","opportunity_id",4,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","originating_leads","customer_id",27,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","partners","partner_id",27,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","partner_sales_roles","partner_sales_role_id",6,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","payment_terms","payment_terms_id",15,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","payment_methods","payment_method_id",7,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","payroll_item_types","payroll_item_type_id",3,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","payroll_items","payroll_item_id",10,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","planassignmap","employee_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","planassignmap","plan_id",4,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","planassignmap","start_date",5,"timestamp without time zone",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","planned_standard_costs","planned_standard_cost_id",6,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","planschedulemap","plan_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","planschedulemap","schedule_id",3,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","price_book_line_intervals","pbli_id",9,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","price_tiers","price_tier_id",6,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","price_types","price_type_id",7,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","price_books","price_book_id",5,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","price_plans","price_plan_id",5,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","pricing_groups","pricing_group_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","project_cost_categories","project_cost_category_id",7,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","project_revenue_rl_plans","project_revenue_rl_plan_id",4,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","project_revenue_rls_charge_rls","charge_rule_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","project_revenue_rls_charge_rls","project_revenue_rule_id",5,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","project_revenue_rules","project_revenue_rule_id",13,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","project_time_approval_types","project_time_approval_type_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","project_expense_types","project_expense_type_id",5,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","promotion_codes","promotion_code_id",12,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","purchase_charge_rules","charge_rule_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","quota1","quota_id",11,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","resource_group_entity_map","entity_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","resource_group_entity_map","group_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","resource_groups","resource_group_id",6,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","revenue_elements","revenue_element_id",61,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","revenue_plan_versions","plan_version_id",5,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","revenue_recognition_rules","rev_rec_rule_id",11,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","revenue_plans","plan_id",9,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","revrecschedules","schedule_id",6,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","role_subsidiary_map","role_id",1,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","role_subsidiary_map","subsidiary_id",2,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","sales_reps","sales_rep_id",31,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","sales_territories","sales_territory_id",6,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
"postgresql","simonkvasnicka","public","salesforecast","forecast_id",5,"numeric",NULL,"PRIMARY KEY",NULL,NULL,NULL
